id;latitude;longitude;city;address;image_time;image_id;image_url;image_file;status;typo;user_id
16;45.5320455;10.20503889;Brescia;Via Toscana, 28, 25125 Brescia BS, Italia;2024-09-18 16:23:34.482671+02;b18e40a1-8e40-44b9-be1d-14c2d344f1c1;/media/uploaded_images/JPEG_20240828_094447_Brescia_Via_Toscana_28_25125_B_szWDPVD.53210344_10.20513904.jpg;uploaded_images/JPEG_20240828_094447_Brescia_Via_Toscana_28_25125_B_szWDPVD.53210344_10.20513904.jpg;1;censimento;
148;45.53245783;10.20676953;Brescia;Via Camillo Brozzoni, 8, 25125 Brescia BS, Italia;2024-11-05 12:56:18.602299+01;0d3eb832-6b5e-4f29-a15a-ab169c9a03d3;/media/uploaded_images/JPEG_20241010_105359_Brescia_Via_Camillo_Brozzoni_8__Z6GIZlK.53250295_10.2068398.jpg;uploaded_images/JPEG_20241010_105359_Brescia_Via_Camillo_Brozzoni_8__Z6GIZlK.53250295_10.2068398.jpg;0;censimento;
193;45.52006013;10.21642331;Brescia;Via Alessandro Lamarmora, 250, 25124 Brescia BS, Italia;2025-02-24 10:25:09.878917+01;aa635c57-0696-4b71-bc28-36337bf745e1;/media/uploaded_images/JPEG_20250224_103713_Brescia_Via_Alessandro_Lamarmo_NTGdXDv.52004881_10.21640705.jpg;uploaded_images/JPEG_20250224_103713_Brescia_Via_Alessandro_Lamarmo_NTGdXDv.52004881_10.21640705.jpg;0;rifiuti;
3;45.52123375;10.21240935;Brescia;Brescia, Lamarmora 138/a, 25124 Brescia BS, Italia;2024-09-18 09:11:34.620154+02;1aca5803-0ed3-487c-8c01-c2c17c5a1b07;/media/uploaded_images/JPEG_20240903_180237_Brescia_Brescia_Lamarmora_138a_e2KdAJK.52106329_10.21249844.jpg;uploaded_images/JPEG_20240903_180237_Brescia_Brescia_Lamarmora_138a_e2KdAJK.52106329_10.21249844.jpg;0;tronchi;
229;45.5233924;10.21791312;Brescia;Via Aldo Moro, 39, 25124 Brescia BS, Italia;2025-03-05 18:56:17.057113+01;66501af9-2f69-46f6-a416-a738ef9466f7;/media/uploaded_images/JPEG_20250305_174843_Brescia_Via_Alessandro_Lamarmo_6u4sU2O.52133184_10.21564937.jpg;uploaded_images/JPEG_20250305_174843_Brescia_Via_Alessandro_Lamarmo_6u4sU2O.52133184_10.21564937.jpg;0;rifiuti;
303;45.53270908;10.20691625;Brescia;Via Camillo Brozzoni, 12, 25125 Brescia BS, Italia;2025-09-01 09:39:41.631985+02;6969d763-c0d5-4d9a-a355-0579512f0d6c;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250901_093727_Brescia_Via_Camillo_Brozzoni_6_25125_Brescia_BS_Italia_45.5326008_10.20675487.jpg;uploaded_images/JPEG_20250901_093727_Brescia_Via_Camillo_Brozzoni_6_25125_Brescia_BS_Italia_45.5326008_10.20675487.jpg;In elaborazioneeeeeee;censimento;
15;45.53210344;10.20513904;Brescia;Via Toscana, 28, 25125 Brescia BS, Italia;2024-09-18 16:23:34.086566+02;7642ced6-4abf-4d59-9b93-ba4feff7c7ec;/media/uploaded_images/JPEG_20240828_094432_Brescia_Via_Toscana_28_25125_B_UV8xNQR.53203948_10.20509966.jpg;uploaded_images/JPEG_20240828_094432_Brescia_Via_Toscana_28_25125_B_UV8xNQR.53203948_10.20509966.jpg;0;censimento;
237;45.51175342;10.22486334;Brescia;Via della Volta, 84/C, 25124 Brescia BS, Italia;2025-04-25 12:46:40.080945+02;d74c2ba4-ecb3-4b96-86f2-2e3933bd1b1d;/media/uploaded_images/JPEG_20250425_105249_Brescia_Via_della_Volta_84C_251_FEKZzm7.5117805_10.22482672.jpg;uploaded_images/JPEG_20250425_105249_Brescia_Via_della_Volta_84C_251_FEKZzm7.5117805_10.22482672.jpg;0;rifiuti;
142;45.52590917;10.2200002;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:47:44.518525+01;601dd68a-2741-4a66-839d-68965f4aabbf;/media/uploaded_images/JPEG_20241019_190327_Brescia_Via_S_Zeno_76_25124_Br_jQ3ebO0.52590887_10.22003155.jpg;uploaded_images/JPEG_20241019_190327_Brescia_Via_S_Zeno_76_25124_Br_jQ3ebO0.52590887_10.22003155.jpg;0;rifiuti;
14;45.53187028;10.20503227;Brescia;Via Toscana, 34, 25125 Brescia BS, Italia;2024-09-18 16:22:44.439369+02;f894ca2c-5964-4927-9786-87ada075c54f;/media/uploaded_images/JPEG_20240828_094614_Brescia_Via_Toscana_53_25125_B_FaxULWr.53190044_10.20516661.jpg;uploaded_images/JPEG_20240828_094614_Brescia_Via_Toscana_53_25125_B_FaxULWr.53190044_10.20516661.jpg;1;censimento;
194;45.52513072;10.21978341;Brescia;Via S. Zeno, 77, 25124 Brescia BS, Italia;2025-02-26 13:17:25.410977+01;f867233e-0a3a-4785-88e5-3c8a8b608b2d;/media/uploaded_images/JPEG_20250226_124110_Brescia_Traversa_Seconda_Villa_equNVH6.50960061_10.19150364.jpg;uploaded_images/JPEG_20250226_124110_Brescia_Traversa_Seconda_Villa_equNVH6.50960061_10.19150364.jpg;0;censimento;
160;45.52385636;10.21699042;Brescia;Via Aldo Moro, 23, 25124 Brescia BS, Italia;2024-11-05 13:22:04.414523+01;2548abc9-a161-49a8-8ce0-1faea3b12f13;/media/uploaded_images/JPEG_20240920_112631_Brescia_Via_Aldo_Moro_23_25124__WAFPIUh.52390388_10.2171163.jpg;uploaded_images/JPEG_20240920_112631_Brescia_Via_Aldo_Moro_23_25124__WAFPIUh.52390388_10.2171163.jpg;0;censimento;
233;45.52370653;10.21590423;Brescia;Via Aldo Moro, 44, 25124 Brescia BS, Italia;2025-03-21 16:38:28.212331+01;d6f3a8d7-a2e5-4936-946c-6c3d288ca4d8;/media/uploaded_images/JPEG_20250321_143328_Brescia_Piazza_Monsignor_Giuse_xTNp8sD.52368582_10.21630948.jpg;uploaded_images/JPEG_20250321_143328_Brescia_Piazza_Monsignor_Giuse_xTNp8sD.52368582_10.21630948.jpg;In elaborazioneeeeeee;censimento;
137;45.53263567;10.20664753;Brescia;Via Camillo Brozzoni, 8, 25125 Brescia BS, Italia;2024-11-05 12:37:49.487419+01;f26daee6-35f9-4e7f-a42a-d9e8cec10312;/media/uploaded_images/JPEG_20241031_102820_Brescia_Via_Camillo_Brozzoni_8_EwNHjTN.53263101_10.20676706.jpg;uploaded_images/JPEG_20241031_102820_Brescia_Via_Camillo_Brozzoni_8_EwNHjTN.53263101_10.20676706.jpg;1;censimento;
232;45.52368582;10.21630948;Brescia;Piazza Monsignor Giuseppe Almici, 14, 25124 Brescia BS,;2025-03-21 16:38:28.135603+01;27445bdf-9f78-4b6b-a1ce-e6f44a00aada;/media/uploaded_images/JPEG_20250321_143229_Brescia_Piazza_Monsignor_Giuse_0FRq5A5.52368114_10.21630386.jpg;uploaded_images/JPEG_20250321_143229_Brescia_Piazza_Monsignor_Giuse_0FRq5A5.52368114_10.21630386.jpg;0;censimento;
304;45.53242976;10.20644837;Brescia;Via Camillo Brozzoni, 4, 25125 Brescia BS, Italia;2025-09-01 11:56:18.483572+02;3387bfa5-3d7d-4041-a0dd-6b22ff33e7ad;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250901_100157_Brescia_Via_Camillo_Brozzoni_12_25125_Brescia_BS_Italia_45.53270908_10.20691625.jpg;uploaded_images/JPEG_20250901_100157_Brescia_Via_Camillo_Brozzoni_12_25125_Brescia_BS_Italia_45.53270908_10.20691625.jpg;In elaborazioneeeeeee;censimento;
238;45.51174303;10.22483944;Brescia;Via della Volta, 84/C, 25124 Brescia BS, Italia;2025-04-25 12:46:40.228524+02;3f5a2198-fecd-4a42-afc9-04045ea5908d;/media/uploaded_images/JPEG_20250425_105316_Brescia_Via_della_Volta_84C_25_1dGLiHQ.51175342_10.22486334.jpg;uploaded_images/JPEG_20250425_105316_Brescia_Via_della_Volta_84C_25_1dGLiHQ.51175342_10.22486334.jpg;1;piantumazione;
231;45.52332904;10.21806495;Brescia;28/29, Piazza Monsignor Giuseppe Almici, 25124 Brescia;2025-03-21 16:38:28.005938+01;e48f09ed-fef7-4628-bce6-03c56a6a031e;/media/uploaded_images/JPEG_20250321_142743_Brescia_2829_Piazza_Monsignor__e3jiE9z.52330459_10.21809509.jpg;uploaded_images/JPEG_20250321_142743_Brescia_2829_Piazza_Monsignor__e3jiE9z.52330459_10.21809509.jpg;0;rifiuti;
174;45.52291256;10.21734134;Brescia;Via Aldo Moro, 54, 25124 Brescia BS, Italia;2024-11-05 14:54:59.636486+01;d83ce685-6ffe-4fd5-b2a4-ff08ee82b44c;/media/uploaded_images/JPEG_20241021_181815_Brescia_Via_Aldo_Moro_54_25124_dUsmBdp.52293556_10.21729089.jpg;uploaded_images/JPEG_20241021_181815_Brescia_Via_Aldo_Moro_54_25124_dUsmBdp.52293556_10.21729089.jpg;0;censimento;
247;45.53269149;10.20673767;Brescia;Via Camillo Brozzoni, 10, 25125 Brescia BS, Italia;2025-05-07 08:39:24.012389+02;fd2889d7-367f-4d97-b473-f324338470a5;/media/uploaded_images/JPEG_20250507_091730_Brescia_Via_Camillo_Brozzoni_6_x8bT77w.53246104_10.20660906.jpg;uploaded_images/JPEG_20250507_091730_Brescia_Via_Camillo_Brozzoni_6_x8bT77w.53246104_10.20660906.jpg;1;censimento;
11;45.53182449;10.20505542;Brescia;Via Toscana, 34, 25125 Brescia BS, Italia;2024-09-18 15:07:36.771869+02;b31ea091-e1b4-4d91-a452-c4c7e077c018;/media/uploaded_images/JPEG_20240828_094649_Brescia_Via_Toscana_34_25125_B_GIMwxnR.53187028_10.20503227.jpg;uploaded_images/JPEG_20240828_094649_Brescia_Via_Toscana_34_25125_B_GIMwxnR.53187028_10.20503227.jpg;0;censimento;
149;45.5327147;10.20684126;Brescia;Via Camillo Brozzoni, 10, 25125 Brescia BS, Italia;2024-11-05 12:57:00.110734+01;639350bb-276d-4bfe-8a3f-89b3f50a058e;/media/uploaded_images/JPEG_20241010_104632_Brescia_Via_Camillo_Brozzoni_8_VU3F7sD.53255618_10.20669157.jpg;uploaded_images/JPEG_20241010_104632_Brescia_Via_Camillo_Brozzoni_8_VU3F7sD.53255618_10.20669157.jpg;0;piantumazione;
185;45.53265606;10.20676175;Brescia;Via Camillo Brozzoni, 8, 25125 Brescia BS, Italia;2024-11-08 09:05:04.210054+01;90af95ac-5f23-4bfc-94c7-56ba8b3157b8;/media/uploaded_images/JPEG_20241108_092719_Brescia_Via_Camillo_Brozzoni_8__47yyEs2.5325728_10.20680418.jpg;uploaded_images/JPEG_20241108_092719_Brescia_Via_Camillo_Brozzoni_8__47yyEs2.5325728_10.20680418.jpg;1;rifiuti;
154;45.52511704;10.21967774;Brescia;Via S. Zeno, 77, 25124 Brescia BS, Italia;2024-11-05 13:15:09.319382+01;cdc10432-1d3c-422c-9ac4-2eb583389a2c;/media/uploaded_images/JPEG_20240927_104113_Brescia_Parco_Fulvio_Manzoni_G_blFQi7X.52125985_10.21520968.jpg;uploaded_images/JPEG_20240927_104113_Brescia_Parco_Fulvio_Manzoni_G_blFQi7X.52125985_10.21520968.jpg;1;tronchi;
187;45.52592209;10.2197521;Brescia;Via Pietro Nenni, 30, 25124 Brescia BS, Italia;2024-12-13 20:52:04.178913+01;62fad580-6694-433c-b0a3-ce3439d469a4;/media/uploaded_images/JPEG_20241213_160739_Brescia_2829_Piazza_Monsignor__dYNwqhP.52310427_10.21829817.jpg;uploaded_images/JPEG_20241213_160739_Brescia_2829_Piazza_Monsignor__dYNwqhP.52310427_10.21829817.jpg;0;rifiuti;
12;45.53179995;10.2050489;Brescia;Via Toscana, 34, 25125 Brescia BS, Italia;2024-09-18 15:08:26.990395+02;6ecb324a-3f64-48d7-ba4f-bb9387a1fc37;/media/uploaded_images/JPEG_20240828_094707_Brescia_Via_Toscana_34_25125_B_UF8p08K.53182449_10.20505542.jpg;uploaded_images/JPEG_20240828_094707_Brescia_Via_Toscana_34_25125_B_UF8p08K.53182449_10.20505542.jpg;1;censimento;
234;45.52312894;10.21741803;Brescia;Via Aldo Moro, 56, 25124 Brescia BS, Italia;2025-03-21 16:38:28.301316+01;2fa1b305-de7a-4cb0-90ad-65b88b745630;/media/uploaded_images/JPEG_20250321_143546_Brescia_Via_Aldo_Moro_44_25124_S4fK1vj.52370653_10.21590423.jpg;uploaded_images/JPEG_20250321_143546_Brescia_Via_Aldo_Moro_44_25124_S4fK1vj.52370653_10.21590423.jpg;In elaborazioneeeeeee;censimento;
305;45.52235682;10.21853495;Brescia;Via S. Zeno, 107, 25124 Brescia BS, Italia;2025-09-01 20:13:57.619285+02;1f1a412c-467f-4f99-bc12-979306c5689c;https://ws.citylog.cloud/media/uploaded_images/JPEG_20250901_170154_Brescia_Via_Pietro_Nenni_1822_25124_Brescia_BS_Italia_45.52682784_10.22017446.jpg;uploaded_images/JPEG_20250901_170154_Brescia_Via_Pietro_Nenni_1822_25124_Brescia_BS_Italia_45.52682784_10.22017446.jpg;In elaborazioneeeeeee;censimento;
188;45.5200643;10.21640881;Brescia;Via Alessandro Lamarmora, 250, 25124 Brescia BS, Italia;2025-01-07 10:39:03.380198+01;bd85a382-57e6-41ec-ba5a-23ace5770925;/media/uploaded_images/JPEG_20250107_103554_Brescia_Via_Alessandro_Lamarmo_YYBblst.52176343_10.21089799.jpg;uploaded_images/JPEG_20250107_103554_Brescia_Via_Alessandro_Lamarmo_YYBblst.52176343_10.21089799.jpg;1;censimento;
144;45.52580593;10.21989887;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:50:11.242734+01;f4b0d3ae-f9c2-41d0-8f82-20295f0fd12b;/media/uploaded_images/JPEG_20241101_164918_Brescia_Via_S_Zeno_76_25124_Bre_5u0XaPo.5258176_10.21998717.jpg;uploaded_images/JPEG_20241101_164918_Brescia_Via_S_Zeno_76_25124_Bre_5u0XaPo.5258176_10.21998717.jpg;1;tronchi;
189;45.52138226;10.18571476;Brescia;Via Arcangelo Tadini, 27, 25125 Brescia BS, Italia;2025-01-24 11:05:36.610237+01;95e8ffe5-0ec2-462d-91cb-dd1a4d9cafb9;/media/uploaded_images/JPEG_20250124_110655_Brescia_Via_Corsica_241243_2512_RFZlnDr.5276497_10.20521547.jpg;uploaded_images/JPEG_20250124_110655_Brescia_Via_Corsica_241243_2512_RFZlnDr.5276497_10.20521547.jpg;1;piantumazione;
145;45.5258047;10.21997814;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:50:11.373088+01;bfa0e107-ddc4-4a01-9d74-079094598589;/media/uploaded_images/JPEG_20241101_164948_Brescia_Via_S_Zeno_76_25124_Br_qJXv89P.52580593_10.21989887.jpg;uploaded_images/JPEG_20241101_164948_Brescia_Via_S_Zeno_76_25124_Br_qJXv89P.52580593_10.21989887.jpg;1;tronchi;
138;45.52350073;10.21659539;Brescia;Piazza Monsignor Giuseppe Almici, 14, 25124 Brescia BS,;2024-11-05 12:42:49.599329+01;27e2d4d5-9699-4962-8900-d0ad2f52250b;/media/uploaded_images/JPEG_20241025_113428_Brescia_Piazza_Monsignor_Giuse_sW5gSrl.52353236_10.21651602.jpg;uploaded_images/JPEG_20241025_113428_Brescia_Piazza_Monsignor_Giuse_sW5gSrl.52353236_10.21651602.jpg;1;censimento;
166;45.52123375;10.21240935;Brescia;Brescia, Lamarmora 138/a, 25124 Brescia BS, Italia;2024-11-05 14:28:05.197327+01;1aca5803-0ed3-487c-8c01-c2c17c5a1b07;/media/uploaded_images/JPEG_20240903_180237_Brescia_Brescia_Lamarmora_138a_eQRXqVF.52106329_10.21249844.jpg;uploaded_images/JPEG_20240903_180237_Brescia_Brescia_Lamarmora_138a_eQRXqVF.52106329_10.21249844.jpg;1;tronchi;
196;45.5225433;10.21274218;Brescia;Via Aldo Moro, 20, 25124 Brescia BS, Italia;2025-02-28 12:35:54.091203+01;1f1b6282-50bc-4889-bc00-b48e9372d74d;/media/uploaded_images/JPEG_20250228_115803_Brescia_Via_Alessandro_Lamarmo_YADPJ3b.51911027_10.21901933.jpg;uploaded_images/JPEG_20250228_115803_Brescia_Via_Alessandro_Lamarmo_YADPJ3b.51911027_10.21901933.jpg;0;rifiuti;
155;45.53243559;10.206584;Brescia;Via Camillo Brozzoni, 6, 25125 Brescia BS, Italia;2024-11-05 13:16:03.894097+01;d6efe19e-fc0b-4f63-846c-ca6b47f903dd;/media/uploaded_images/JPEG_20240924_095833_Brescia_Via_Aldo_Moro_6_25124__AslumXL.52494221_10.21162865.jpg;uploaded_images/JPEG_20240924_095833_Brescia_Via_Aldo_Moro_6_25124__AslumXL.52494221_10.21162865.jpg;0;piantumazione;
8;45.53260928;10.20684068;Brescia;Via Camillo Brozzoni, 8, 25125 Brescia BS, Italia;2024-09-18 09:42:06.618862+02;dec9c5d6-5326-4949-87e3-f9c4b04d9860;/media/uploaded_images/JPEG_20240831_085149_Brescia_Via_Camillo_Brozzoni_8_i9nK9in.53262714_10.20677281.jpg;uploaded_images/JPEG_20240831_085149_Brescia_Via_Camillo_Brozzoni_8_i9nK9in.53262714_10.20677281.jpg;1;piantumazione;
150;45.52600354;10.21943561;Brescia;Via Pietro Nenni, 30, 25124 Brescia BS, Italia;2024-11-05 13:10:42.718316+01;494c53ba-02e2-416b-9f81-7daf1b41eae6;/media/uploaded_images/JPEG_20241008_184547_Brescia_Via_S_Zeno_76_25124_Br_N9dJ5K1.52665487_10.22050896.jpg;uploaded_images/JPEG_20241008_184547_Brescia_Via_S_Zeno_76_25124_Br_N9dJ5K1.52665487_10.22050896.jpg;1;tronchi;
6;45.52089313;10.21287128;Brescia;Via Alessandro Lamarmora, 156, 25124 Brescia BS, Italia;2024-09-18 09:30:21.048811+02;63d36f84-5998-4af9-aed5-5551cf1bbd7e;/media/uploaded_images/JPEG_20240903_180116_Brescia_Via_Alessandro_Lamarmor_ACUwvip.52133628_10.2136176.jpg;uploaded_images/JPEG_20240903_180116_Brescia_Via_Alessandro_Lamarmor_ACUwvip.52133628_10.2136176.jpg;0;tronchi;
151;45.52194849;10.21323472;Brescia;Quartiere Mario Bettinzoli, 30, 25124 Brescia BS,;2024-11-05 13:11:35.129176+01;d0cda149-aa45-4d41-9fd2-31c08c8208fc;/media/uploaded_images/JPEG_20241001_180155_Brescia_Piazzale_Giacinto_Tred_poPuH4I.52278089_10.21056207.jpg;uploaded_images/JPEG_20241001_180155_Brescia_Piazzale_Giacinto_Tred_poPuH4I.52278089_10.21056207.jpg;0;tronchi;
235;45.5333659;10.22244;Brescia;Via Vittorio Emanuele II, 125, 25121 Brescia BS, Italia;2025-04-08 18:01:11.397748+02;6407d36a-b5f4-41f8-a69a-8495493eddf1;/media/uploaded_images/JPEG_20250408_184025_Brescia_Via_Vittorio_Emanuele__3S0BL6S.53336337_10.22243962.jpg;uploaded_images/JPEG_20250408_184025_Brescia_Via_Vittorio_Emanuele__3S0BL6S.53336337_10.22243962.jpg;In elaborazioneeeeeee;rifiuti;
236;45.5409187;10.22613723;Brescia;Via del Castello, 13, 25121 Brescia BS, Italia;2025-04-10 17:55:41.731788+02;7ce52f16-6db3-4e18-9529-a802609829e4;/media/uploaded_images/JPEG_20250410_183336_Brescia_Via_Cipro_80_25124_Bre_I5uIERb.52400179_10.21027515.jpg;uploaded_images/JPEG_20250410_183336_Brescia_Via_Cipro_80_25124_Bre_I5uIERb.52400179_10.21027515.jpg;In elaborazioneeeeeee;rifiuti;
147;45.52590887;10.22003155;Brescia;Via S. Zeno, 76, 25124 Brescia BS, Italia;2024-11-05 12:54:19.20355+01;879a1bef-ca25-49cd-9cf8-4ed12293a056;/media/uploaded_images/JPEG_20241019_190234_Brescia_Via_S_Zeno_78_25124_Br_JocqHzw.52607715_10.22029413.jpg;uploaded_images/JPEG_20241019_190234_Brescia_Via_S_Zeno_78_25124_Br_JocqHzw.52607715_10.22029413.jpg;1;tronchi;
241;45.53264071;10.20670618;Brescia;Via Camillo Brozzoni, 8, 25125 Brescia BS, Italia;2025-05-06 12:08:19.703526+02;7d983e97-0fbd-4fae-9095-70b0ddfcbfab;/media/uploaded_images/JPEG_20250428_100249_Brescia_Via_Camillo_Brozzoni_1_TXtOjsC.53269579_10.20696815.jpg;uploaded_images/JPEG_20250428_100249_Brescia_Via_Camillo_Brozzoni_1_TXtOjsC.53269579_10.20696815.jpg;1;censimento;
227;45.52130651;10.18536617;Brescia;Via Arcangelo Tadini, 33, 25125 Brescia BS, Italia;2025-03-03 18:52:49.418735+01;8218cff6-6f13-455d-8e52-8e9802d71701;/media/uploaded_images/JPEG_20250303_175530_Brescia_2829_Piazza_Monsignor__LXyPZCV.52313169_10.21829674.jpg;uploaded_images/JPEG_20250303_175530_Brescia_2829_Piazza_Monsignor__LXyPZCV.52313169_10.21829674.jpg;In elaborazioneeeeeee;piantumazione;
7;45.53270927;10.20680438;Brescia;Via Camillo Brozzoni, 10, 25125 Brescia BS, Italia;2024-09-18 09:32:40.58489+02;50c700c1-2bb2-4bfe-b650-29c6e333ebdd;/media/uploaded_images/JPEG_20240831_085208_Brescia_Via_Camillo_Brozzoni_8_2OEJloi.53260928_10.20684068.jpg;uploaded_images/JPEG_20240831_085208_Brescia_Via_Camillo_Brozzoni_8_2OEJloi.53260928_10.20684068.jpg;1;piantumazione;
9;45.5324575;10.20688531;Brescia;Via Camillo Brozzoni, 8, 25125 Brescia BS, Italia;2024-09-18 09:45:21.466335+02;6e74aee0-3220-4292-9a61-0909b650d342;/media/uploaded_images/JPEG_20240828_114556_Brescia_Via_Camillo_Brozzoni_1_X2eXryk.53271506_10.20675252.jpg;uploaded_images/JPEG_20240828_114556_Brescia_Via_Camillo_Brozzoni_1_X2eXryk.53271506_10.20675252.jpg;1;piantumazione;
228;45.52123837;10.18548263;Brescia;Via Arcangelo Tadini, 29, 25125 Brescia BS, Italia;2025-03-03 18:52:52.135207+01;6121aa1d-3f91-45c0-af78-dc60f57c925f;/media/uploaded_images/JPEG_20250303_175559_Brescia_Via_Arcangelo_Tadini_3_QcVy5LK.52130651_10.18536617.jpg;uploaded_images/JPEG_20250303_175559_Brescia_Via_Arcangelo_Tadini_3_QcVy5LK.52130651_10.18536617.jpg;In elaborazioneeeeeee;piantumazione;
146;45.52265244;10.21768672;Brescia;Via Aldo Moro, 52, 25124 Brescia BS, Italia;2024-11-05 12:52:41.73288+01;954df44e-5ac5-4716-8cc2-57b73e9ef164;/media/uploaded_images/JPEG_20241025_111220_Brescia_Via_Enrico_Berlinguer_2_AzrMAM5.52407678_10.2160172.jpg;uploaded_images/JPEG_20241025_111220_Brescia_Via_Enrico_Berlinguer_2_AzrMAM5.52407678_10.2160172.jpg;1;censimento;
156;45.52078268;10.21432327;Brescia;Via Alessandro Lamarmora, 156, 25124 Brescia BS, Italia;2024-11-05 13:17:14.489736+01;b96cee8c-ede4-4ce5-b23e-6571e8eebdcf;/media/uploaded_images/JPEG_20240922_184945_Brescia_Brescia_Lamarmora_187__a9oIXCU.52050609_10.21551445.jpg;uploaded_images/JPEG_20240922_184945_Brescia_Brescia_Lamarmora_187__a9oIXCU.52050609_10.21551445.jpg;1;censimento;
